MeaningId	Top5
спорт.2	туризм, футбол, хоккей, курорт, бейсбол
спорт.3	полк, батальон, корпус, разъезд, отряд
спорт.4	писатель, спортсмен, игрок, разведчик, революционер
способ.1	лекарь, фехтовальщик, пловец, бегун, воин
способ.2	способы, средство, способа, способу, способе
способ.3	шанс, метод, вариант, выход, рецепт
способность.1	склонность, восприимчивость, предрасположенность, чувствительность, привязанность
способность.2	неспособность, умение, способности, умению, умением
среда.1	обстановка, атмосфера, структура, политика, субстанция
ссылка.1	аллюзия, заявка, каторга, ориентация, пародия
станок.1	цех, прибор, компьютер, проигрыватель, станочек
старик.1	старичок, мужчина, мужик, старикашка, старец
старость.1	старушку, женщину, старуху, бабушку, развалину
старость.2	шумок, Сталинградом, кайфом, конец, гипнозом
старость.3	осень, смерть, зима, весна, жизнь
статья.1	заметка, книга, рецензия, статейка, брошюра
стихия.1	сила, энергия, среда, буря, магия
сторона.1	половина, делегация, разведка, стена, дипломатия
сторона.2	нога, рука, штанина, щека, ноздря
страсть.1	ненависть, любовь, привязанность, тяга, склонность
страх.1	ужас, стыд, испуг, трепет, гнев
страх.2	робость, брезгливость, тошноту, тревогу, дурноту
стрела.1	пуля, игла, ракета, молния, торпеда
строение.1	здание, сооружение, помещение, надгробие, дерево
структура.1	система, организация, конструкция, субстанция, программа
стыд.1	страх, ужас, неловкость, восторг, голод
стыд.2	смущение, головокружение, облегчение, отвращение, разочарование
суд.1	промысел, гнев, Промысел, дар, промысл
суд.2	трибунал, Суд, судья, самосуд, Совет
судья.1	мистер, миссис, мисс, доктор, капитан
судья.2	суд, судия, арбитр, жрец, правитель
судья.3	войны, рекорд, войне, закулисы, революции
суп.1	кофе, чай, глинтвейн, напиток, пунш
суп.2	борщ, бульон, салат, супчик, соус
сустав.1	позвоночник, позвонок, сгиб, нерв, лодыжку
сухарь.1	сухарик, хлеб, круассан, хлебец, печенье
сухарь.2	эгоист, негодяй, болван, мерзавец, ублюдок
существо.1	создание, животное, чудовище, насекомое, созданье
сущность.1	природу, суть, ценность, субстанцию, реальность
сцена.1	картина, сценка, история, фраза, картинка
счастье.1	блаженство, наслаждение, счастие, несчастье, богатство
сын.1	дочь, вдова, супруга, дочка, внучка
сын.2	брат, внук, отец, племянник, муж
сын.3	лейтенант, сержант, политрук, офицер, оперуполномоченный
сырье.1	оборудование, топливо, удобрение, вещество, снаряжение
сырье.2	продовольствие, нефть, провизию, фураж, товары
тактика.1	стратегия, позиция, методика, практика, схема
талант.1	дар, гений, темперамент, интерес, артистизм
талант.2	художник, артист, педагог, профессионал, стратег
танец.1	вальс, пируэт, поцелуй, пляс, ритуал
тачка.1	машина, иномарка, повозка, коляска, телега
тачка.2	телка, штучка, игрушка, вещица, машинка
тварь.1	гадину, бестию, рептилию, ящерицу, скотину
тварь.2	скотина, гадина, дрянь, сука, сволочь
телефон.1	мобильник, коммуникатор, сотовый, мобильный, радиотелефон
телефон.2	блокнот, пистолет, пудреницу, бумажник, револьвер
тело.1	сознание, сердце, естество, имя, дитя
тело.2	тельце, туловище, лицо, существо, телосложение
телосложение.1	сложение, тело, тельце, воспитание, сооружение
темперамент.1	нрав, характер, талант, энтузиазм, норов
температура.1	влажность, зарплата, самооценка, рождаемость, кислотность
температура.2	планка, колокольня, гора, башня, ограда
теория.1	гипотеза, версия, концепция, идея, догадка
терпение.1	самообладание, терпенье, мужество, великодушие, упорство
терпение.2	благоразумие, бдительность, сознание, выдержку, осторожность
техника.1	технология, аппаратура, методика, электроника, наука
технология.1	техника, методика, программа, схема, модель
ткань.1	материю, накидку, шаль, рубашку, простыню
ткань.2	материя, рубашка, рубаха, блузка, сорочка
товар.1	продукт, груз, ширпотреб, товарец, материал
товар.2	товары, провиант, продовольствие, недвижимость, пушнину
токсин.1	яд, препарат, наркотик, фермент, гормон
токсин.2	инсулин, токсины, газ, адреналин, пигмент
топор.1	меч, нож, кинжал, клинок, топорик
торговец.1	торговцы, торгуя, торгующий, торгующие, торговал
торговец.2	купец, бизнесмен, коммерсант, спекулянт, делец
торговля.1	переписка, коммерция, спекуляция, беседа, борьба
торговля.2	политика, разведка, лавка, лавочка, держава
торговля.3	торговцы, торговец, торгуя, торгующие, торгует
тоска.1	печаль, ностальгия, скука, грусть, тревога
травма.1	рана, контузия, болезнь, встряска, нагрузка
трагедия.1	бойня, драка, резня, давка, буря
трагедия.2	катастрофа, драма, беда, авария, неприятность
тракт.1	проселок, проспект, большак, шлях, бульвар
тракт.2	Тракт, вокзал, город, континент, материк
транспорт.1	корабль, пароход, танкер, автотранспорт, автомобиль
тревога.1	печаль, паника, досада, обида, грусть
трофей.1	приз, подарок, сувенир, экспонат, груз
трофей.2	нож, рог, сверток, дробовик, молот
труд.1	подвиг, груз, трактат, характер, недуг
труд.2	смелость, обязанным, обязанной, обязанными, обязательство
у.1	интересующая, интересующий, интересующее, интересующие, интересующих
у.2	для, возле, подле, вместо, про
у.3	У, Для, Ради, …от, Про
у.4	избавь, избави, ждите, отвезите, храни
у.5	заставляет, одарит, защитит, избавит, утешит
у.6	отвезти, сопровождать, отпустить, полюбить, впустить
у.7	глупее, счастливее, поумнее, роднее, храбрее
у.8	уверяю, прошу, увижу, приглашаю, слушаю
убеждение.1	опасение, подозрение, предубеждение, сожаление, неверие
убеждение.2	мнение, предположение, верование, суждение, утверждение
уборка.1	репетиция, погрузка, чистка, стирка, проверка
уборка.2	уборке, уборкой, уборки, вывоз, уборку
уважение.1	почтение, доверие, отвращение, презрение, сочувствие
углевод.1	белок, углерод, протеин, мотив, спирт
углевод.2	экспромт, вымысел, абсурд, русак, суицид
угроза.1	насмешка, издевка, ирония, тревога, обида
угроза.2	опасность, проблема, причина, помеха, тайна
удар.1	контрудар, пинок, выпад, апперкот, тычок
удобство.1	надежность, эффективность, простоту, оперативность, точность
удобство.2	преимущество, неудобство, значение, подспорье, удовольствие
уж.1	скажи, скажите, поговорите, ошибаетесь, стоите
уж.2	уже, ж, даже, ужь, б
уж.3	горяч, молод, мягок, молода, быстр
уж.4	поступлю, умру, заживем, погибну, появлюсь
уж.5	смотри, смотрите, слушай, послушай, глядите
уж.6	удачно, глупо, непохоже, складно, кстати
уж.7	случится, повторюсь, повторю, сделаешь, повезет
уж.8	запомни, учтите, предупреждаю, запомните, учти
ужас.1	страх, восторг, трепет, испуг, стыд
ужас.2	вопль, визг, стон, крик, вой
уже.1	тоже, действительно, ведь, давно, просто
ужин.1	обед, завтрак, ленч, ланч, еду
ужин.2	чай, глинтвейн, кофе, грог, пунш
ужин.3	банкет, пир, фуршет, концерт, вечер
узел.1	узелок, узлы, шнуровку, шнурок, шнурки
узел.2	мешок, сверток, тюк, мешочек, рюкзак
указ.1	дворец, штандарт, трон, венец, советник
указ.2	декрет, Указ, манифест, рескрипт, эдикт
украшение.1	ожерелье, развлечение, блюдо, колье, кольцо
укрытие.1	защиту, прикрытием, сенью, сень, защитой
укрытие.2	убежище, прикрытие, пристанище, местечко, место
улыбка.1	усмешка, ухмылка, полуулыбка, улыбочка, насмешка
умение.1	позволяющие, неспособность, позволяющих, способные, позволяющий
умение.2	неумение, умению, умением, умеющий, умения
упражнение.1	задание, обстоятельство, асану, лекарство, занятие
уровень.1	этаж, класс, ярус, рост, потенциал
уровень.2	снижение, увеличение, повышение, степень, динамику
условие.1	правило, требование, отличие, препятствие, обстоятельство
услуга.1	проблема, информация, просьба, консультация, страховка
успех.1	резонанс, эффект, выигрыш, прогресс, авторитет
установка.1	ориентация, позиция, батарея, пушка, программа
устройство.1	приспособление, оборудование, заклинание, учреждение, сооружение
утварь.1	посуда, чаша, чернильница, безделушка, брошь
утварь.2	посуду, вещицу, безделушку, вазу, чашу
утварь.3	мебель, снедь, живность, рухлядь, дребедень
уход.1	собеседник, муж, отец, приятель, клиент
уход.2	отъезд, присмотр, надзор, отход, отказ
ученый.1	физик, писатель, историк, философ, поэт
учитель.1	учительница, преподавательница, учителем, учителя, преподавателем
учитель.2	преподаватель, учебник, врач, адвокат, тренер
учитель.3	наставник, приятель, отец, муж, коллега
учреждение.1	заведение, мероприятие, предприятие, образование, подразделение
факт.1	эпизод, феномен, документ, инцидент, парадокс
факт.2	негодяй, наглец, мерзавец, гад, хмырь
фамилия.1	семья, профессия, вещица, песня, жена
фантазия.1	выдумка, блажь, идея, затея, натура
фантазия.2	мнительность, сентиментальность, страсть, веселость, гордыня
ферма.1	усадьба, вилла, деревня, дача, квартира
фермент.1	гормон, препарат, ингредиент, элемент, ген
фермент.2	пигмент, инсулин, ферменты, белок, протеин
фигура.1	тень, скала, туша, одежда, башня
фигура.2	фигурка, брюнетка, женщина, блондинка, личность
фигурка.1	фигура, шейка, статуэтка, головка, ножка
фигурка.2	брюнетка, блондинка, блондиночка, старушка, девчушка
физик.1	ученый, писатель, химик, историк, математик
физиономия.1	рожа, морда, мордочка, мордашка, харя
философия.1	культура, литература, наука, поэзия, мифология
фирма.1	компания, контора, корпорация, страна, организация
фобия.1	аллергия, паранойя, проблема, болезнь, привычка
фонд.1	капитал, комитет, банк, архив, отдел
фонд.2	Фонд, фонде, пользу, фонды, интересах
форма.1	униформа, сфера, структура, стратегия, модель
форма.2	фуражка, гимнастерка, куртка, сумка, кепка
фотография.1	фотокарточка, картинка, открытка, гравюра, репродукция
фрукт.1	сувенир, предмет, экземпляр, экспонат, артефакт
фрукт.2	персик, плод, банан, апельсин, помидор
фрукт.3	мерзавец, тип, наглец, типчик, гад
характеристика.1	оценка, формулировка, тема, информация, функция
химера.1	выдумка, бессмыслица, фикция, утопия, чепуха
химера.2	тварь, змея, пантера, акула, гидра
ходьба.1	езда, прогулка, беготня, пробежка, походка
хозяйство.1	имущество, предприятие, землевладение, государство, достояние
холод.1	жар, озноб, холодок, голод, мороз
холод.2	вой, грохот, шум, визг, вопль
холод.3	тепло, прохладу, сырость, покалывание, тошноту
холодный.1	осенний, весенний, ноябрьский, дождливый, декабрьский
холодный.2	прохладный, теплый, морозный, студеный, ледяной
холодный.3	твердый, хмурый, мрачный, ласковый, неприветливый
художник.1	поэт, писатель, живописец, ученый, актер
цвет.1	окраску, облик, галс, направление, тональность
цвет.2	оттенок, окрас, бархат, шелк, колер
цель.1	задачу, причину, точку, позицию, функцию
цель.2	задача, причина, ценность, мишень, проблема
цена.1	стоимость, температура, себестоимость, рождаемость, доходность
цена.2	плата, награда, зарплата, ставка, сумма
ценность.1	значимость, опасность, цель, трудность, угрозу
центр.1	комплекс, Центр, институт, отдел, модуль
центр.2	центре, середину, середине, глубь, глубине
церковь.1	веру, религию, мессу, культуру, традицию
церковь.2	часовня, мечеть, церквушка, крепость, церковка
церковь.3	часовню, храм, школу, синагогу, общину
церковь.4	Церковь, община, религия, вера, литургия
чай.1	кофе, пиво, коньяк, шампанское, водку
чашка.1	чашечка, тарелка, миска, кружка, ваза
чашка.2	чашкой, чашечку, чашку, чашечкой, чашки
человек.1	километров, штук, рублей, фунтов, миль
человек.2	парень, мужчина, мужик, юноша, джентльмен
черный.1	белоснежный, полосатый, мешковатый, поношенный, потертый
черный.2	серый, белый, темный, синий, коричневый
честолюбие.1	любопытство, нетерпение, вожделение, возбуждение, самодовольство
честолюбие.2	тщеславие, самолюбие, самомнение, властолюбие, упрямство
чиновник.1	служащий, сановник, деятель, работник, орган
член.1	председатель, члену, члены, члена, Член
член.2	пенис, фаллос, сосок, хуй, клитор
член.3	выпускник, ректор, воспитанник, выпускника, выпускница
чтение.1	чтении, написании, составлении, заголовке, заглавии
чтение.2	изучение, повествование, чтением, чтиво, бритье
чувство.1	ощущение, предчувствие, волнение, томление, переживание
шакал.1	пес, ублюдок, койот, подонок, негодяй
шар.1	шарик, диск, цилиндр, купол, смерч
шея.1	спина, поясница, шейка, лодыжка, кожа
шея.2	брюнетка, блондинка, девушка, женщина, мулатка
школа.1	академия, литература, больница, библиотека, гимназия
шкура.1	кожа, морда, шерсть, шкурка, туша
шрам.1	ссадину, шишку, щетину, царапину, ямочку
шрам.2	рубец, порез, кровоподтек, синяк, шрамик
электроника.1	техника, аппаратура, автоматика, химия, наука
эмоция.1	мотивация, тема, вещь, личность, энергия
энергия.1	сила, энергетика, субстанция, стихия, активность
эпидемия.1	чума, гроза, буря, пандемия, паника
эпидемия.2	вирус, возбудитель, эпидемию, возбудители, бациллы
юрист.1	врач, журналист, адвокат, экономист, психолог
яблоко.1	пирожное, печенье, банан, бутерброд, апельсин
яблоко.2	яблочко, яйцо, дерево, яичко, перо
яблоня.1	вишня, сосна, береза, акация, черемуха
ягода.1	ягодка, земляника, малина, дыня, клубника
яд.1	наркотик, снотворное, токсин, мышьяк, морфий
яд.2	укус, жар, холод, враг, смрад
яд.3	отраву, яду, мед, снадобье, зелье
язва.1	зараза, стерва, помойка, дура, гадина
язва.2	астма, болезнь, подагра, аллергия, ангина
язва.3	рана, ранка, ссадина, опухоль, царапина
язва.4	бойня, трагедия, вражда, драма, давка
язва.5	несварение, расстройство, промывание, рак, язву
ярость.1	злость, злоба, ненависть, радость, страсть
